epid,mep,country,group,dossier,title,lobbyists,committees,location,role,date
124818,Klaus BUCHNER,Germany,Greens / EFA,[''],China Kreislaufwirtschaft,Chinesische Gäste namentlich nicht mehr bekannt,['ENVI'],Brüssel,Member,26/9/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,['Dual Use'],Finnische Regierung zum Dual Use Report,Teemu Sepponen,['INTA'],Brüssel,Rapporteur,25/9/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,,European Christian Policial Movement - Kennenlerntreffen,Leo van Doesburg,,Brüssel,Member,24/9/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,[''],NABU NRW,Sebastian Strumann,['ENVI'],Brüssel,Member,23/9/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,[''],EU-Long term challenges congress von Jesuit European Social Center bis 15.9.2019,Martin Maier,['AFET'],Brüssel,Member,13/9/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,[''],Iranischer Botschafter Menschenrechtssituation,Iranischer Botschafter,['AFET'],Brüssel,Member,11/9/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,,Now the citizens campaign (Assistentin Simone Lettenmayer),Daniela Vancic,,Brüssel,Member,11/9/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,[''],Deutsche Vertretung Referat Umwelt (Assistentin Simone Lettenmayer),Jochen Flasbarth,['ENVI'],Brüssel,Member,10/9/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,[''],Ökologischer Landbau Vertretung Rheinland-Pfalz (Assistentin Marie-Sophie Wenzel),Vertretung Rheinland-Pfalz,['ENVI'],Brüssel,Member,10/9/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,[''],Klimapolitik Vertretung Rheinland-Pfalz (Assistentin Marie-Sophie Wenzel),Vertretung Rheinland-Pfalz,['ENVI'],Brüssel,Member,9/9/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,[''],Sustainable Food System,Hannah Mowat,['ENVI'],Brüssel,Member,9/9/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,[''],Indischer Botschafter Menschenrechtssituation in Kashmir,Indischer Botschafter,['AFET'],Brüssel,Member,6/9/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,[''],Saarländische Vertretung - Deutsch französische Freundschaft,Vertreter des Saarlandes und Frankreichs,['ITRE'],Brüssel,Member,5/9/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,[''],Sommerfest Vertretung Hessen mit Simone Lettenmayer,Sommerfest Vertretung Hessen,['ITRE'],Brüssel,Member,4/9/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,[''],Western Sahara Menschenrechtssituation,Botschafter Sidati,['AFET'],Brüssel,Member,4/9/2019
185619,Tiemo WÖLKEN,Germany,S&D,[''],Austausch zu Gesundheitsthemen während der deutschen Ratspräsidentschaft,Ständige Vertretung der Bundesrepublik Deutschland,['ENVI'],Telefonat,Member,16/6/2020
185619,Tiemo WÖLKEN,Germany,S&D,['2020/2019(INL) Digital Services Act: adapting commercial and civil law rules for commercial entities operating online'],Input im Rahmen einer Stakeholder-Webkonferenz zum Digital Services Act,"Access Now, EDiMA, GSMA Europe, Allied for Startups asbl, EBU-UER (European Broadcasting Union), Schibsted ASA, European Telecommunications Network Operators' Association (ETNO), Wikimedia Foundation, Apple Inc., Bundesverband Informationswirtschaft, Telekommunikation und neue Medien e.V. (Bitkom), Arbeitsgemeinschaft der Landesmedienanstalten in der Bundesrepublik Deutschland, epicenter.works - Plattform Grundrechtspolitik, Facebook Ireland Limited, European Magazine Media Association (EMMA)/European Newspaper Publichers' Association (ENPA), Groupement Européen des Societés d'Auteurs et Compositeurs (GESAC), Application Developers Alliance, Computer & Communication Industry Association (CCIA), Global Network Initiative (GNI), YouTube, Match Group, Deutscher Städtetag, ITI - The Information Technology Industry Council, Center for Democracy & Technology (CDT), Google, Trustpilot, Bureau Européen des Unions de Consommateurs (BEUC), Nielsen Holdings, European Publishers Council (EPC), Interactive Advertising Bureau Europe (IAB Europe), Mozilla Corporation, European Tech Alliance (EUTA), News Media Europe (NME), Article 19, Snap, Inc., Electronic Frontier Foundation, European Digital Rights (EDRi), Redecentralize, University of Sussex, Bundesarbeitskammer Österreich, AIM (European Brands Association), United Internet AG",['JURI'],Online Meeting,Rapporteur,12/6/2020
185619,Tiemo WÖLKEN,Germany,S&D,['2020/2019(INL) Digital Services Act: adapting commercial and civil law rules for commercial entities operating online'],Austausch zum Digital Services Act,Twitter,['JURI'],Online Meeting,Rapporteur,10/6/2020
185619,Tiemo WÖLKEN,Germany,S&D,,Gesetzgebung zu Batterieproduktion,EUROBAT,,Online Meeting,Member,10/6/2020
185619,Tiemo WÖLKEN,Germany,S&D,"['The Establishment of an EU Mechanism on Democracy, the Rule of Law and Fundamental Rights']",Rechtstaatlichkeit in der EU,Europäische Kommission DG JUST,['JURI'],Online Meeting,Rapporteur,3/6/2020
185619,Tiemo WÖLKEN,Germany,S&D,['2020/2019(INL) Digital Services Act: adapting commercial and civil law rules for commercial entities operating online'],Austausch zum Digital Services Act,"ARD, ZDF",['JURI'],Online Meeting,Rapporteur,20/5/2020
185619,Tiemo WÖLKEN,Germany,S&D,['2020/2019(INL) Digital Services Act: adapting commercial and civil law rules for commercial entities operating online'],Austausch zum Digital Services Act,Electronic Frontier Foundation,['JURI'],Online Meeting,Rapporteur,20/5/2020
185619,Tiemo WÖLKEN,Germany,S&D,[''],Haftungsfragen im Bereich künstliche Intelligenz,Gesamtverband der Deutschen Versicherungswirtschaft e.V.,['JURI'],Online Meeting,Member,20/5/2020
185619,Tiemo WÖLKEN,Germany,S&D,[''],Austausch zur Deutschen Ratspräsidentschaft,Bundesjustizministerin Christine Lambrecht,['JURI'],Online Meeting,Member,18/5/2020
185619,Tiemo WÖLKEN,Germany,S&D,['2020/2019(INL) Digital Services Act: adapting commercial and civil law rules for commercial entities operating online'],Austausch zum Digital Services Act,"Europäische Kommission, DG CNECT, Referat F2 Elektronischer Handel und Plattformen",['JURI'],Online Meeting,Rapporteur,15/5/2020
185619,Tiemo WÖLKEN,Germany,S&D,[''],Allgemeiner Austausch zu Gesundheitsthemen,MedTech Europe,['ENVI'],Online Meeting,Member,29/4/2020
185619,Tiemo WÖLKEN,Germany,S&D,[''],Austausch zum Europäischen Klimagesetz und Green Deal,Deutscher Naturschutzring und Mitgliedsorganisationen,['ENVI'],Online-Meeting,Member,29/4/2020
185619,Tiemo WÖLKEN,Germany,S&D,[''],Austausch zur Künstlichen Intelligenz und Gesundheit,PWC,['ENVI'],Online Meeting,Member,28/4/2020
185619,Tiemo WÖLKEN,Germany,S&D,,Aktuelle Situation im Klinik-Verbund,Niels Stensen Kliniken Osnabrück,,Osnabrück,Member,24/4/2020
185619,Tiemo WÖLKEN,Germany,S&D,[''],"Austausch zum Projekt ""Let's talk Prostate Cancer""",Astellas,['ENVI'],Online Meeting,Member,23/4/2020
185619,Tiemo WÖLKEN,Germany,S&D,[''],Sicherstellung der Arzneimittelversorgung in Krisenzeiten,Verband Arzneimittel-Importeure Deutschlands,['ENVI'],Online Meeting,Member,22/4/2020
185619,Tiemo WÖLKEN,Germany,S&D,[''],Allgemeiner Austausch,EFPIA,['ENVI'],Online Meeting,Member,21/4/2020
185619,Tiemo WÖLKEN,Germany,S&D,[''],Allgemeiner Austausch,Medicines for Europe,['ENVI'],Online Meeting,Member,21/4/2020
185619,Tiemo WÖLKEN,Germany,S&D,[''],Cars market in the crisis,Transport & Environment,['ENVI'],Online Meeting,Member,2/4/2020
185619,Tiemo WÖLKEN,Germany,S&D,['2020/2019(INL) Digital Services Act: adapting commercial and civil law rules for commercial entities operating online'],Austausch zum Digital Services Act,"Europäische Kommission, DG JUST, Referat A2 Vertragsrecht",['JURI'],Online Meeting,Rapporteur,27/3/2020
185619,Tiemo WÖLKEN,Germany,S&D,['2020/2019(INL) Digital Services Act: adapting commercial and civil law rules for commercial entities operating online'],Austausch zum Digital Services Act,"Europäische Kommission, DG CNECT, Referat F2 Elektronischer Handel und Plattformen",['JURI'],Online Meeting,Rapporteur,10/3/2020
185619,Tiemo WÖLKEN,Germany,S&D,,Verordnung MRV im Schiffsverkehr,Verband Deutscher Reeder,,Brüssel (Telefon),Member,5/3/2020
185619,Tiemo WÖLKEN,Germany,S&D,['2020/2019(INL) Digital Services Act: adapting commercial and civil law rules for commercial entities operating online'],Austausch zum Digital Services Act,Center for Democracy & Technology (CDT),['JURI'],Online Meeting,Rapporteur,4/3/2020
185619,Tiemo WÖLKEN,Germany,S&D,['2020/2019(INL) Digital Services Act: adapting commercial and civil law rules for commercial entities operating online'],Austausch zum Digital Services Act,Bureau Européen des Unions de Consommateurs (BEUC),['JURI'],Online Meeting,Rapporteur,4/3/2020
185619,Tiemo WÖLKEN,Germany,S&D,['2020/2019(INL) Digital Services Act: adapting commercial and civil law rules for commercial entities operating online'],Austausch zum Digital Services Act,Mozilla Corporation,['JURI'],Online Meeting,Rapporteur,4/3/2020
185619,Tiemo WÖLKEN,Germany,S&D,['2020/2019(INL) Digital Services Act: adapting commercial and civil law rules for commercial entities operating online'],Austausch zum Digital Services Act,European Consumer Centre Belgium,['JURI'],Online Meeting,Rapporteur,4/3/2020
185619,Tiemo WÖLKEN,Germany,S&D,['2020/2019(INL) Digital Services Act: adapting commercial and civil law rules for commercial entities operating online'],Austausch zum Digital Services Act,AW AlgorithmWatch gGmbH,['JURI'],Online Meeting,Rapporteur,3/3/2020
185619,Tiemo WÖLKEN,Germany,S&D,['2020/2019(INL) Digital Services Act: adapting commercial and civil law rules for commercial entities operating online'],Austausch zum Digital Services Act,Wikimedia Foundation,['JURI'],Brüssel,Rapporteur,3/3/2020
185619,Tiemo WÖLKEN,Germany,S&D,['2020/2019(INL) Digital Services Act: adapting commercial and civil law rules for commercial entities operating online'],Austausch zum Digital Services Act,epicenter.works - Plattform Grundrechtspolitik,['JURI'],Online Meeting,Rapporteur,3/3/2020
185619,Tiemo WÖLKEN,Germany,S&D,['2020/2019(INL) Digital Services Act: adapting commercial and civil law rules for commercial entities operating online'],Austausch zum Digital Services Act,European Digital Rights (EDRi),['JURI'],Brüssel,Rapporteur,2/3/2020
185619,Tiemo WÖLKEN,Germany,S&D,['2020/2019(INL) Digital Services Act: adapting commercial and civil law rules for commercial entities operating online'],Austausch zum Digital Services Act,European Trade Union Confederation (ETUC),['JURI'],Brüssel,Rapporteur,2/3/2020
185619,Tiemo WÖLKEN,Germany,S&D,,Vorstellung der aktuellen Aktivitäten,AMCON Software GmbH,,Cloppenburg,Member,28/2/2020
185619,Tiemo WÖLKEN,Germany,S&D,,Vorstellung der aktuellen Aktivitäten,energy & meteo systems GmbH,,Oldenburg,Member,27/2/2020
185619,Tiemo WÖLKEN,Germany,S&D,,Aktuelle Arbeitsmarktsituation im Agenturbezirk,Agentur für Arbeit,,Nordhorn,Member,26/2/2020
185619,Tiemo WÖLKEN,Germany,S&D,,Aktuelle Themen in der Arbeit mit Menschen mit Behinderung,"Heilpädagogische Hilfe Osnabrück, Bundesarbeitsgemeinschaft WfbM",,Osnabrück,Member,25/2/2020
185619,Tiemo WÖLKEN,Germany,S&D,,Vorstellung der aktuellen Aktivitäten,GEH Wasserchemie GmbH & Co. KG,,Osnabrück,Member,25/2/2020
185619,Tiemo WÖLKEN,Germany,S&D,,aktuelle Themen des Lebensmitteleinzelhandels,"Edeka Minden-Hannover Stiftung & Co.KG, Edeka Zentrale AG & Co. KG",,Wittmund,Member,24/2/2020
185619,Tiemo WÖLKEN,Germany,S&D,[''],Allgemeiner Austausch,EWE,['ENVI'],Brüssel,Member,19/2/2020
185619,Tiemo WÖLKEN,Germany,S&D,[''],Konzept zu Preis auf Treibhausgase,Bürgerlobby Klimaschutz,['ENVI'],Brüssel,Member,19/2/2020
185619,Tiemo WÖLKEN,Germany,S&D,[''],VDA,Konformitätsfaktor,['ENVI'],Brüssel,Member,19/2/2020
185619,Tiemo WÖLKEN,Germany,S&D,[''],Austausch zur Europäischen Datenstrategie und dem Weißbuch künstliche Intelligenz,"Europäische Kommission, Kabinett der Exekutiv-Vizepräsidentin für ein Europa für das digitale Zeitalter Margrethe VESTAGER",['JURI'],Straßburg,Member,12/2/2020
185619,Tiemo WÖLKEN,Germany,S&D,[''],Austausch zur Digitalen Agenda der Europäischen Kommission 2019-2024,"Europäische Kommission, Kabinett der Präsidentin Ursula VON DER LEYEN",['JURI'],Straßburg,Member,11/2/2020
185619,Tiemo WÖLKEN,Germany,S&D,['Digital Services Act: adapting commercial and civil law rules for commercial entities operating online'],Austausch DSA,Snap Inc,['JURI'],Brüssel,Rapporteur,6/2/2020
185619,Tiemo WÖLKEN,Germany,S&D,['Digital Services Act: adapting commercial and civil law rules for commercial entities operating online'],Austausch zu Digitalpolitik und DSA,Bundesverband Deutscher Zeitungsverleger,['JURI'],Brussels,Rapporteur,5/2/2020
185619,Tiemo WÖLKEN,Germany,S&D,['Health Technology Assessment'],Austausch zum aktuellen Stand der Verhandlungen der HTA Verordnung,EUnetHTA,['ENVI'],Brussels,Rapporteur,5/2/2020
185619,Tiemo WÖLKEN,Germany,S&D,[''],Allgemeiner Austausch,Bundeslotsenkammer,['ENVI'],Brüssel,Member,4/2/2020
185619,Tiemo WÖLKEN,Germany,S&D,[''],Austausch Urheberrecht,EBLIDA & IFLA,['JURI'],Brüssel,Member,4/2/2020
185619,Tiemo WÖLKEN,Germany,S&D,[''],Allgemeiner Austausch,Zentralverband der deutschen Seehafenbetriebe,['ENVI'],Brüssel,Member,22/1/2020
185619,Tiemo WÖLKEN,Germany,S&D,['Digital Services Act: adapting commercial and civil law rules for commercial entities operating online'],Austausch Digitalpolitik,Zalando,['JURI'],Brüssel,Rapporteur,22/1/2020
185619,Tiemo WÖLKEN,Germany,S&D,[''],Austausch über die deutsche Ratspräsidentschaft,Bundesministerium der Justiz und für Verbraucherschutz,['JURI'],Brussels,Member,22/1/2020
185619,Tiemo WÖLKEN,Germany,S&D,[''],Abendessen mit Mitgliedsunternehmen von Medicines for Europe,Medicines for Europe,['ENVI'],Straßburg,Member,14/1/2020
185619,Tiemo WÖLKEN,Germany,S&D,,Austausch zu Verbraucherschutz in der EU-Gesetzgebung,Verbraucherzentrale Bundesverband,,Brüssel,Member,5/12/2019
185619,Tiemo WÖLKEN,Germany,S&D,,Hybrid-Probefahrt,ZF,,Brüssel,Member,5/12/2019
185619,Tiemo WÖLKEN,Germany,S&D,,Austausch mit Vertretern der Videogames-Industrie zu Games in der EU-Gesetzgebung,ISFE,,Brüssel,Member,4/12/2019
185619,Tiemo WÖLKEN,Germany,S&D,,Masterplan Elektromobilität,VW,,Brüssel,Member,3/12/2019
185619,Tiemo WÖLKEN,Germany,S&D,,Werksbesuch,BASF,,Ludwigshafen,Member,28/11/2019
185619,Tiemo WÖLKEN,Germany,S&D,,allgemeiner Austausch zu gesundheitspolitischen Themen,Bundesverband der pharmazeutischen Industrie,,Straßburg,Member,26/11/2019
185619,Tiemo WÖLKEN,Germany,S&D,,Austausch zu Plattformregulierung,YouTube,,Brüssel,Member,21/11/2019
185619,Tiemo WÖLKEN,Germany,S&D,,ENECTA,Medizinische Verwendung von Cannabis,,Brüssel,Member,21/11/2019
185619,Tiemo WÖLKEN,Germany,S&D,,Umwelt- und Klimaagenda der neuen Kommissionspräsidentin,Umweltministerium,,Brüssel,Member,21/11/2019
185619,Tiemo WÖLKEN,Germany,S&D,,allgemeiner Austausch zu Gesundheitspolitik,ver.di,,Brüssel,Member,20/11/2019
185619,Tiemo WÖLKEN,Germany,S&D,,"Austausch zu Verbraucherschutz in der EU-Gesetzgebung, Prioritäten deutsche Ratspräsidentschaft",Bundesministerium der Justiz und für Verbraucherschutz,,Brüssel,Member,20/11/2019
185619,Tiemo WÖLKEN,Germany,S&D,,Europäischer Abend,Deutscher Anwaltverein,,Brüssel,Member,20/11/2019
185619,Tiemo WÖLKEN,Germany,S&D,,Neustart der EU-Institutionen,Bundesverband der Energie- und Wasserwirtschaft,,Brüssel,Member,18/11/2019
185619,Tiemo WÖLKEN,Germany,S&D,,Allgemeiner Austausch,Landwirtschaftlicher Hauptverein für Ostfriesland e.V.,,Aurich,Member,15/11/2019
185619,Tiemo WÖLKEN,Germany,S&D,,Allgemeiner Austausch mit Kaufleuten aus der Region Nord,REWE Group,,Brussels,Member,12/11/2019
185619,Tiemo WÖLKEN,Germany,S&D,,Infos zu Portfolio,Niedersachsenbank,,Brüssel,Member,12/11/2019
185619,Tiemo WÖLKEN,Germany,S&D,,Beziehungen zum Europäischen Parlament: Allgemeiner Austausch,Auswärtiges Amt,,Straßburg,Member,23/10/2019
185619,Tiemo WÖLKEN,Germany,S&D,['Verordnung über die Bewertung von Gesundheitstechnologien'],Austausch zur Verordnung über die Bewertung von Gesundheitstechnologien,"Europäische Kommission, DG SANTE, Referat B4",['ENVI'],Brüssel,Rapporteur,17/10/2019
185619,Tiemo WÖLKEN,Germany,S&D,,Allgemeiner Austausch,Global Witness,,Brüssel,Member,16/10/2019
185619,Tiemo WÖLKEN,Germany,S&D,,Austausch zu Plattformökonomie,Deutscher Städtetag,,Brüssel,Member,16/10/2019
185619,Tiemo WÖLKEN,Germany,S&D,,Austausch zu politischen Prioritäten der Legislatur,Airlines 4 Europe,,Brüssel,Member,16/10/2019
185619,Tiemo WÖLKEN,Germany,S&D,['Verordnung über die Bewertung von Gesundheitstechnologien'],Austausch zur Verordnung über die Bewertung von Gesundheitstechnologien,"Europäische Kommission, DG SANTE, Referat B4",['ENVI'],Brüssel,Rapporteur,16/10/2019
185619,Tiemo WÖLKEN,Germany,S&D,,Spitzentreffen mit der Chemieindustrie,Verband der Chemischen Industrie e.V.,,Brüssel,Member,16/10/2019
185619,Tiemo WÖLKEN,Germany,S&D,,Austausch zum europäischen Gesellschaftsrecht,Europäischer Gewerkschaftsbund,,Brüssel,Member,15/10/2019
185619,Tiemo WÖLKEN,Germany,S&D,['Verordnung über die Bewertung von Gesundheitstechnologien'],Austausch zur Verordnung über die Bewertung von Gesundheitstechnologien,Ständige Vertretung der Bundesrepublik Deutschland bei der Europäischen Union,['ENVI'],Brüssel,Rapporteur,15/10/2019
185619,Tiemo WÖLKEN,Germany,S&D,,Parlamentarischer Abend zur Trinkwasser-Richtlinie,Bundesverband der Energie- und Wasserwirtschaft,,Brüssel,Member,15/10/2019
185619,Tiemo WÖLKEN,Germany,S&D,,Austausch zur Richtlinie im Hinblick auf die Angabe nichtfinanzieller und die Diversität betreffender Informationen durch bestimmte große Unternehmen und Gruppen,Frank Bold,,Brüssel,Member,10/10/2019
185619,Tiemo WÖLKEN,Germany,S&D,['Verordnung über die Bewertung von Gesundheitstechnologien'],Austausch zur Verordnung über die Bewertung von Gesundheitstechnologien,Finnische Ratspräsidentschaft,['ENVI'],Brüssel,Rapporteur,9/10/2019
185619,Tiemo WÖLKEN,Germany,S&D,['Verordnung über die Bewertung von Gesundheitstechnologien'],Austausch zur Verordnung über die Bewertung von Gesundheitstechnologien,Mission des Königreichs Norwegen bei der Europäischen Union,['ENVI'],Brüssel,Rapporteur,9/10/2019
185619,Tiemo WÖLKEN,Germany,S&D,,Grenzübergreifende Energieprojekte,Stadt Bad Bentheim,,Brüssel,Member,9/10/2019
185619,Tiemo WÖLKEN,Germany,S&D,,Vorstellung und Besprechung einer geplanten gemeinsamen Veranstaltung,Umweltbundesamt,,Brüssel,Member,9/10/2019
185619,Tiemo WÖLKEN,Germany,S&D,,Abendessen mit europapolitischem Gedankenaustausch,Niedersächsisches Ministerium für Bundes- und Europaangelegenheiten und Regionale Entwicklung,,Brüssel,Member,7/10/2019
185619,Tiemo WÖLKEN,Germany,S&D,,Allgemeiner Austausch Netzpolitik,BREKO,,Brüssel,Member,3/10/2019
