mep,epid,group,country,lobbyists,dossier,committees,role,title,location,date
Jens GEIER,96833,S&D,Germany,AK EUROPA/ÖGB,,,Member,General exchange of views,"European Parliament, Brussels",03/09/2019
Martina DLABAJOVÁ,124709,RE,Czech Republic,BusinessEurope,['A new strategy for European SMEs (INI)'],['ITRE'],Shadow rapporteur,The EU SME policy state of play and the measures needed to support European SMEs both in the short and long term,Webex,14/07/2020
Monika VANA,124934,Greens / EFA,Austria,ÖGB,,,Member,Exchange of views,EP,19/02/2020
Monika VANA,124934,Greens / EFA,Austria,Australian Ambassador,,,Member,Briefing,Brussels,18/02/2020
Monika VANA,124934,Greens / EFA,Austria,OeNB,,,Member,Exchange of Views,Brussels,29/01/2020
Monika VANA,124934,Greens / EFA,Austria,Head of Representation of Budapest in Brussels,[''],['REGI'],Member,Städtepolitik,Brussels,29/01/2020
Monika VANA,124934,Greens / EFA,Austria,Industriellenvereinigung,,,Member,Exchange of views,Members' Bar Brussels,12/11/2019
Monika VANA,124934,Greens / EFA,Austria,ÖBB,,,Member,ÖBB Nachtzug,Brussels,12/11/2019
Monika VANA,124934,Greens / EFA,Austria,Gemeindebund + Städtebund,[''],['REGI'],Member,Städt & Regionalpolitik,Brüssel,05/11/2019
Monika VANA,124934,Greens / EFA,Austria,Magnus Berntsson ssembly of European Regions (AER) and AER Executive members,,,Member,Exchange of views,Members Bar European Parliament (Strasbourg),23/10/2019
Monika VANA,124934,Greens / EFA,Austria,"Valeria Ronzitti, General Secretary - CEEP",,,Member,Intergroup Public Services and SGI,Office MEP Vana,10/10/2019
Monika VANA,124934,Greens / EFA,Austria,"Gregor Schusterschitz, Stellvertretender Ständiger Vertreter an der Ständigen Vertretung Österreichs bei der EU.",,,Member,Austausch,Members Bar European Parliament,08/10/2019
Monika VANA,124934,Greens / EFA,Austria,"Adam Pankhurst, Jaeson Wells",,,Member,European Parliament,MEPs Office,18/09/2019
Monika VANA,124934,Greens / EFA,Austria,VÖWG,[''],['REGI'],Member,Public Services,Brussels,04/09/2019
Monika VANA,124934,Greens / EFA,Austria,Deputy Head of Mission British Embassy Nerys Jones,,,Member,Austausch,"Cafe Schwarzenberg, Vienna, Austria",25/07/2019
Monika VANA,124934,Greens / EFA,Austria,UK Embassy,,,Member,Exchange of Views,Wien,25/07/2019
Monika VANA,124934,Greens / EFA,Austria,"Europabüro österreichischer Städtebund, Europabüro der baden-württembergischen Kommunen, Europabüro der sächsischen Kommunen",,,Member,Austausch,European Parliament,23/07/2019
Monika VANA,124934,Greens / EFA,Austria,ÖBB-Holding AG,,,Member,Austausch,European Parliament,23/07/2019
Monika VANA,124934,Greens / EFA,Austria,Vertreter des ÖGB Europabüro und der AK Europa,,,Member,Arbeitsschwerpunkte ÖGB Europabüro und AK Europa,Members Bar European Parliament,11/07/2019
Monika VANA,124934,Greens / EFA,Austria,Vertreter der Organisation Südwind,,,Member,Vorbesprechung zur Abhaltung einer Informationsveranstaltung zu Herausforderungen in der Elektronikindustrie für EuropaparlamentarierInnen,Members Restaurant European Parliament,11/07/2019
Monika VANA,124934,Greens / EFA,Austria,"Dr. Karl Müller, Ständige Vertretung Österreichs bei der EU",,,Member,Willkommens-Austausch,Members Bar European Parliament,09/07/2019
Milan ZVER,96933,EPP,Slovenia,"Mrs Aude BONO-VANDORME, member of the European affairs committee of the French National Assembly, Mrs Marguerite DEPREZ-AUDEBERT, member of the European affairs committee of the French National Assembly, Mr Pierre BOSSE, Permanent representative of the FR National Assembly to the EU",['Erasmus+'],['CULT'],Rapporteur,Erasmus+,EP Brussels,23/01/2020
Milan ZVER,96933,EPP,Slovenia,"Mr Goran Štefanić, Ambassador, Deputy Permanent Representative of the Republic of Croatia to the EU",['Erasmus+'],['CULT'],Rapporteur,Erasmus+,EP Brussels,22/01/2020
Milan ZVER,96933,EPP,Slovenia,"Croatian Minister for education and research, Ms Blaženka Divjak, Croatian Deputy EU coordinator, Ms Ana Tecilazić Goršić",['Erasmus+'],['CULT'],Rapporteur,Erasmus+,EP Brussels,21/01/2020
Milan ZVER,96933,EPP,Slovenia,Commissioner Maria Gabriel,['Erasmus+'],['CULT'],Rapporteur,Erasmus+,EP Strasbourg,17/12/2019
Milan ZVER,96933,EPP,Slovenia,Commissioner Tibor Navracsics,['Erasmus+'],['CULT'],Rapporteur,Erasmus+,European Commission Berlaymont,13/11/2019
Milan ZVER,96933,EPP,Slovenia,"Ms Tamara Weingerl Požar, Deputy Permanent Representative, Permanent Representation of Slovenia",['Erasmus+'],['CULT'],Rapporteur,Erasmus+,EP Brussels,08/10/2019
Milan ZVER,96933,EPP,Slovenia,"Director-General for Education, Youth, Sport and Culture, Ms Themis Christophidou",['Erasmus+'],['CULT'],Rapporteur,Erasmus+,EP Brussels,04/09/2019
Milan ZVER,96933,EPP,Slovenia,Minister of Education Ms. Li Andersson and Minister of Science and Culture Ms. Hanna Kosonen,['Erasmus+'],['CULT'],Rapporteur,Erasmus+,EP Brussels,04/09/2019
Milan ZVER,96933,EPP,Slovenia,"Bilyana Mircheva, ACES Europe",['Erasmus+'],['CULT'],Rapporteur,ACES Europe,"EP Brussels, Hemicycle bar",24/07/2019
Evelyne GEBHARDT,1913,S&D,Germany,Europäischer Verband der Automobilzulieferer,,,Member,Videokonferenz mit dem Europäischen Verband der Automobilzulieferer zur Haftung von Künstlicher Intelligenz,Videokonferenz,28/05/2020
Evelyne GEBHARDT,1913,S&D,Germany,"ETUC, EPSU",,,Member,Videokonferenz mit ETUC und EPSU zum Binnenmarktbericht,Videokonferenz,26/05/2020
Evelyne GEBHARDT,1913,S&D,Germany,Euro-Commerce,,,Member,Videokonferenz mit Euro-Commerce zum Binnenmarktbericht,Videokonferenz,25/05/2020
Evelyne GEBHARDT,1913,S&D,Germany,DGB,,,Member,Videokonferenz mit Reiner Hoffmann und DGB,Videokonferenz,14/05/2020
Evelyne GEBHARDT,1913,S&D,Germany,IHK Heilbronn-Franken,,,Member,Videkonferenz mit IHK Heilbronn-Franken,Videkonferenz,30/04/2020
Evelyne GEBHARDT,1913,S&D,Germany,IHK Heilbronn-Franken,,,Member,Videokonferenz mit IHK Heilbronn-Franken,Videkonferenz,27/04/2020
Evelyne GEBHARDT,1913,S&D,Germany,ETUC,,,Member,Videokonferenz mit ETUC zur zivilrechtlichen Haftung von Künstlicher Intelligenz,Videokonferenz,08/04/2020
Evelyne GEBHARDT,1913,S&D,Germany,Friedrich Ebert Stiftung Polen,,,Member,Polnische Sicherheit- und Verteidigungspolitik,Warschau,05/03/2020
Evelyne GEBHARDT,1913,S&D,Germany,Amicus Europae,,,Member,"Treffen mit Ireneusz Bil, Direktor der Stiftung Amicus Europae zur polnischen Sicherheits- und Verteidigungspolitik",Warschau,05/03/2020
Evelyne GEBHARDT,1913,S&D,Germany,Gesamtpolnischer Gewerkschaftsverband (OPZZ),,,Member,"Treffen mit Piotr Ostrowski, Gesamtpolnischer Gewerkschaftsverband (OPZZ)",Warschau,05/03/2020
Evelyne GEBHARDT,1913,S&D,Germany,Warschauer European Council for Foreign Relations,,,Member,"Treffen Piotr Buras, Leiter des Warschauer European Council for Foreign Relations",Warschau,05/03/2020
Evelyne GEBHARDT,1913,S&D,Germany,Niederösterreichische Arbeiterkammer,,,Member,Treffen mit der Niederösterreichischen Arbeiterkammer zu Verbrauchschutzpolitik,Brüssel,19/02/2020
Evelyne GEBHARDT,1913,S&D,Germany,Architects Council of Europe (ACE-CAE),,,Member,Treffen mit Architects Council of Europe (ACE-CAE) zum Initiativbericht über die Stärkung des Binnenamrkts,Brüssel,18/02/2020
Evelyne GEBHARDT,1913,S&D,Germany,IG Bau,,,Member,Treffen mit IG Bau zur elektronischen Dienstleistungskarte,Brüssel,18/02/2020
Evelyne GEBHARDT,1913,S&D,Germany,Chinesische Botschaft,,,Member,Treffen mit Chinesischer Botschaft zu EU-China-Beziehungen,Straßburg,12/02/2020
Evelyne GEBHARDT,1913,S&D,Germany,Handwerkskammer Ulm,,,Member,Treffen mit Handwerkskammer Ulm zu handwerksrelevanten Themen,Brüssel,05/02/2020
Evelyne GEBHARDT,1913,S&D,Germany,Verbraucherschutzzentrale Bundesverband,,,Member,Treffen mit Verbraucherschutzzentrale Bundesverband zum Bericht der Datenethikkommission,Brüssel,05/02/2020
Evelyne GEBHARDT,1913,S&D,Germany,New Media Europe,,,Member,Treffen mit New Media Europe zur Richtlinie über den elektronischen Geschäftsverkehr,Brüssel,04/02/2020
Evelyne GEBHARDT,1913,S&D,Germany,Human Rights Watch,,,Member,Treffen mit Human Rights Watch zu Menschenrechten in China,Brüssel,30/01/2020
Evelyne GEBHARDT,1913,S&D,Germany,Institut der Deutschen Wirtschaft,,,Member,Treffen mit Institut der Deutschen Wirtschaft zu EU-China-Beziehungen,Brüssel,29/01/2020
Evelyne GEBHARDT,1913,S&D,Germany,Ständige Vertretung der Niederlande,,,Member,Treffen mit Ständiger Vertretung der Niederlanden zu Verbandsklagen,Brüssel,29/01/2020
Evelyne GEBHARDT,1913,S&D,Germany,BEUC,,,Member,Treffen mit BEUC (Europäischer Verbraucherverband) zu Fahrgastrechten im Eisenbahnverkehr,Brüssel,28/01/2020
Evelyne GEBHARDT,1913,S&D,Germany,Taipeh Vertretung,,,Member,Treffen mit Taipeh Vertretung zu EU-China Beziehungen,Brüssel,28/01/2020
Evelyne GEBHARDT,1913,S&D,Germany,Österreichische Arbeitskammer,,,Member,"Treffen mit Österreichischer Arbeitskammer zum ""New Deal for Consumers""",Brüssel,22/01/2020
Evelyne GEBHARDT,1913,S&D,Germany,Facebook,,,Member,Treffen mit Facebook zu digitalpolitischen Themen,Straßburg,14/01/2020
Evelyne GEBHARDT,1913,S&D,Germany,UNIFE,,,Member,Treffen mit UNIFE zur Situation der Eisenbahnindustrie in Europa,Straßburg,14/01/2020
Evelyne GEBHARDT,1913,S&D,Germany,chinesische Journalisten,,,Member,Treffen mit chinesischen Journalisten zum Thema der EU-China-Beziehungen,Brüssel,03/12/2019
Evelyne GEBHARDT,1913,S&D,Germany,"ÖGB, AK Europa",,,Member,Veranstaltung zu Market Power of Internet Platforms,Brüssel,03/12/2019
Evelyne GEBHARDT,1913,S&D,Germany,Huawei,,,Member,Treffen mit Huawei zu digitalpolitischen Themen,Brüssel,22/11/2019
Evelyne GEBHARDT,1913,S&D,Germany,UNI Europa,,,Member,Treffen mit UNI Europa (Europäische Gewerkschaft) zum Thema der Digitalisierung in der Serviceindustrie,Brüssel,20/11/2019
Evelyne GEBHARDT,1913,S&D,Germany,Bundessteuerberaterkammer,,,Member,Gespräch mit Bundessteuerberaterkammer über anstehende Wahl des EU-Binnenmarktkommissars und Zielstellung der kommenden Jahre,Brüssel,19/11/2019
Evelyne GEBHARDT,1913,S&D,Germany,DGB,,,Member,DGB-Empfang,Brüssel,05/11/2019
Evelyne GEBHARDT,1913,S&D,Germany,Leonhard Plank,,,Member,Treffen mit Assistenzprofessor Plank zu sozialverantwortlicher öffentlicher Beschaffung,Brüssel,05/11/2019
Evelyne GEBHARDT,1913,S&D,Germany,"DIHK, ZDH",,,Member,Gemeinsamer Parlamentarischer Abend des DIHK und des ZDH zu Themen der deutschen Wirtschaft und des Handwerks,Brüssel,04/11/2019
Evelyne GEBHARDT,1913,S&D,Germany,WDR,,,Member,Austausch mit WDR,Straßburg,18/09/2019
Christel SCHALDEMOSE,37312,S&D,Denmark,3F Trade Union,,,Member,General interests,"Middelfart, Denmark",29/02/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,Peter Storm,,,Member,Preservation of historic cattle,"Middelfart, Denmark",28/02/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,"Henning Overgaard, 3 F",,,Member,Social dumping,"Hørup, Denmark",22/02/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,"DanChurchAid, Yehuda Shaul, Breaking the Silence",,,Member,Human rights in Israel and the occupied Palestinian territories,"Bruxelles, Parliament",20/02/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,Ambassador Bucher,,,Member,EU / Switzerland relations,Bruxelles,19/02/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,"ESE Secretary Prof Mónica Marazuela, affiliated to the Universidad Autónoma de Madrid. Prof Josef Köhrle, affiliated to the Charité-Universitätsmedizin Berlin, Prof Anna-Maria Andersson, Head of Research at Copenhagen University Hospital. Prof Majorie van Duursen, affiliated to the Free University of Amsterdam.",[''],['ENVI'],Member,Endocrine Disrupting Chemicals (EDCs),Bruxelles,18/02/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,Confederation of Danish Industry (DI): Mette Peetz-Schou and Anders Ladefoged,,,Member,General interests and coming EU policy w. regards to standards and digital platforms,Bruxelles,18/02/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,"NNF Trade Union, Danish Agriculture & Food Council","['', '']","['ENVI', 'IMCO']",Member,"Agricultural and food policy (food standards, hygene, climate impact of food production, employment, minimum wage)",Bruxelles,17/02/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,Margrethe Vestager,[''],['IMCO'],Member,Commissions digital agenda,Strasbourg,12/02/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,"Mr Eirik SIVERTSEN, Chair of the Standing Committee (MP, Parliament of Norway), Mr Terkel PETERSEN, Senior Expert for Arctic Matters, European External Action Service (EEAS), Ambassador Jari VILÉN, Senior Advisor in Arctic policy matters, IDEA (Inspire, Debate, Engage and Accelerate Action), European Commission, Mr Aaretti SIITONEN, Political Officer, Northern Dimension and the Arctic, European External Action Service (EEAS)",,,Member,Cooperation/EU policy in the Arctic,Strasbourg,12/02/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,Fernando Sampedro,[''],['IMCO'],Member,Commission's Digital Agenda,Strasbourg,11/02/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,"Kadri Simson, Jutta Urpilainen",,,Member,"Energy supply, development",Copenhagen,07/02/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,The Danish 92 Group is a coalition of 23 Danish NGO's working on issues related to the environment and development,[''],['ENVI'],Member,"European Green Deal, Climate change, biodiversity, environmental targets",Copenhagen,07/02/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,"Ilias Grampas, EBCD",,,Member,"Climate change, biodiversity and sustainable development",Bruxelles,06/02/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,Ambassador Kodama,,,Member,Japan / EU relations,Bruxelles,05/02/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,12 members of the Norwegian Stortinget,,,Member,Norway/EU relations as well as the general functioning of the EU and the single market,Bruxelles,05/02/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,Ole Grøndahl Hansen PVC Informationsrådet,[''],['ENVI'],Member,PVC containing led,Tele meeting,05/02/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,"Stiliyan Petrov, Stella Kyriakides, Ursula von der Leyen",[''],['ENVI'],Member,Europe's Beating Cancer Plan,Bruxelles,04/02/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,Ambassador Schroeder,['OPINION on the recommendations on the negotiations for a new partnership with the United Kingdom of Great Britain and Northern Ireland'],['IMCO'],Shadow rapporteur,EU/UK Relations,Copenhagen,03/02/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,3F trade union and unemployment fund,,,Member,General EU policy,Copenhagen,31/01/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,Dansk Standard,[''],['IMCO'],Member,Harmonised standards,Copenhagen,31/01/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,Gauselmann Group,,,Member,Gambling,Bruxelles,28/01/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,Ambassador Kodama,,,Member,Japan/EU relations,Bruxelles,28/01/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,"Interest groups, NGOs and researchers re gambling",,,Member,"Gambling, debate",Copenhagen,23/01/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,"Members of Danish Agricultural & Food Council, South",[''],['ENVI'],Member,Agricultre,"Bruxelles, Parliament",21/01/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,"Jonas Bering Liisberg, Danish Ambassador to the EU",,,Member,General discussion,Strasbourg,14/01/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,Danish representatives to th EU,,,Member,"General, new years reception",Strasbourg,14/01/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,The 2030-Network (Danish parlamentary intergroup on UN SDGs),,,Member,SDGs,Copenhagen,09/01/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,"Nicolas Schmit, Danish Trade Union Confederation",,,Member,"Minimum wage, labor conditions",Bruxelles,08/01/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,The Mission of Japan to the European Union,,,Member,Rerlations with Japan,Parliament,08/01/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,Danfoss,,,Member,Energy efficiency,Parliament,07/01/2020
Christel SCHALDEMOSE,37312,S&D,Denmark,LO Sydfyn,['OPINION on the recommendations on the negotiations for a new partnership with the United Kingdom of Great Britain and Northern Ireland'],['IMCO'],Shadow rapporteur,Brexit,Svendborg,06/01/2020
Sirpa PIETIKÄINEN,40599,EPP,Finland,Sandbag,['New Circular Economy Action Plan 2020/2077(INI)'],['ENVI'],Shadow rapporteur,Circular Economy Action Plan,Virtual,14/10/2020
Sirpa PIETIKÄINEN,40599,EPP,Finland,RREUSE,['New Circular Economy Action Plan 2020/2077(INI)'],['ENVI'],Shadow rapporteur,Circular Economy Action Plan,Virtual,14/10/2020
Sirpa PIETIKÄINEN,40599,EPP,Finland,Institute for European Environmental Policy,['New Circular Economy Action Plan 2020/2077(INI)'],['ENVI'],Shadow rapporteur,Circular Economy Action Plan,Virtual,13/10/2020
Sirpa PIETIKÄINEN,40599,EPP,Finland,Circular Economy Action Plan,['New Circular Economy Action Plan 2020/2077(INI)'],['ENVI'],Shadow rapporteur,European Chemicals Agency,Virtual,13/10/2020
Sirpa PIETIKÄINEN,40599,EPP,Finland,Lux Bonitas 2822764-5,[''],['ENVI'],Member,Legislation on alternative therapies,Virtual,12/10/2020
Sirpa PIETIKÄINEN,40599,EPP,Finland,Covestro NL BE 0627.857.343,['New Circular Economy Action Plan 2020/2077(INI)'],['ENVI'],Shadow rapporteur,Circular Economy Action Plan,Virtual,30/09/2020
Sirpa PIETIKÄINEN,40599,EPP,Finland,Novartis Pharma NV 0459.093.476,[''],['ENVI'],Member,Gene therapy for SMA,Virtual,30/09/2020
Sirpa PIETIKÄINEN,40599,EPP,Finland,Ads Insight SPRL 0859.848.976,['New Circular Economy Action Plan 2020/2077(INI)'],['ENVI'],Shadow rapporteur,Circular Economy Action Plan,Virtual,21/09/2020
Sirpa PIETIKÄINEN,40599,EPP,Finland,Closed Pallet Pooling Coalition (CPPC),['New Circular Economy Action Plan 2020/2077(INI)'],['ENVI'],Shadow rapporteur,Circular Economy Action Plan,Virtual,21/09/2020
Sirpa PIETIKÄINEN,40599,EPP,Finland,"Fleishman-Hillard, 56047191389-84, Invesco, State Street, UBS, Fidelity, BlackRock, Vanguard",['EU Sustainable Finance Taxonomy'],['ECON'],Shadow rapporteur,Disclosure and EU Taxonomy,Virtual,10/09/2020
Sirpa PIETIKÄINEN,40599,EPP,Finland,"Ductor Oy, 2251686-8",,,Member,Organic waste and renewable energy,Virtual,03/09/2020
Sirpa PIETIKÄINEN,40599,EPP,Finland,"Yleisradio Oy, Finnish Broadcasting Company, 0215438-8",,,Member,Digital Services Act (DSA),Virtual,31/08/2020
Sirpa PIETIKÄINEN,40599,EPP,Finland,"Skabam Oy, 2915206-7",[''],['ENVI'],Member,Sustainable food production,Virtual,25/08/2020
